,text,sentiment,source
545,no shifting  no bubbling  no peeling  not even a scratch  nothing i couldn't be more happier with my new one for the droid ,1,amazon
546,worst software ever used     if i could give this zero stars i would ,0,amazon
547,trying to make a call on these is an exercise in frustration ,0,amazon
548,the case is a flimsy piece of plastic and has no front or side protection whatsoever ,0,amazon
549,i own a jabra earset and was very happy with it  but the sound quality  especially outgoing  on this is better ,1,amazon
550,i love the camera  it's really pretty good quality ,1,amazon
551,thank you for such great service ,1,amazon
552,its a total package ,1,amazon
553,the seller is very understanding and patient  i would definitely buy from them again ,1,amazon
554,i give wirefly 1 star i will contact cingular at t  and inform them of this practice ,0,amazon
555,it's aggravating ,0,amazon
556,great product for the price  ,1,amazon
557,i have purchased these for both family and friends  and all enjoy their clarity and ease of use,1,amazon
558,virgin wireless rocks and so does this cheap little phone ,1,amazon
559,none of it works  just don't buy it ,0,amazon
560,muddy  low quality sound  and the casing around the wire's insert was poorly super glued and slid off ,0,amazon
561,please dont waste your money ,0,amazon
562,all in all  i'm quite satisfied with this purchase ,1,amazon
563,if you are looking for a good quality motorola headset keep looking  this isn't it ,0,amazon
564,yet plantronincs continues to use the same flawed charger design ,0,amazon
565,disapointing results ,0,amazon
566,cumbersome design ,0,amazon
567,great it was new packaged nice works good  no problems and it came in less time then i expected    ,1,amazon
568,great product ,1,amazon
569,it's a piece of crap ,0,amazon
570,my experience was terrible      this was my fourth bluetooth headset  and while it was much more comfortable than my last jabra  which i hated   ,0,amazon
571,this fixes all the problems ,1,amazon
572,worst ever ,0,amazon
573,i am very happy,1,amazon
574,i've had no trouble accessing the internet  downloading ringtones or performing any of the functions ,1,amazon
575,i can barely ever hear on it and am constantly saying  what  ,0,amazon
576,the battery life is highly unacceptable ,0,amazon
577,that company is a joke ,0,amazon
578,it does everything the description said it would ,1,amazon
579,due to this happening on every call i was forced to stop using this headset ,0,amazon
580,it works great with a car charger  especially if you cannot plug in two adapters at the same time ,1,amazon
581,verizon tech support walked my through a few procedures  none of which worked and i ended up having to do a hard re set  wiping out all my data ,0,amazon
582,voice quality  signal strength  dropped calls ,0,amazon
583,it plays louder than any other speaker of this size  the price is so low that most would think the quality is lacking  however  it's not ,1,amazon
584,better than expected ,1,amazon
585,it feels poorly constructed  the menus are difficult to navigate  and the buttons are so recessed that it is difficult to push them ,0,amazon
586,battery is holding up well ,1,amazon
587,also difficult to put on i'd recommend avoiding this product ,0,amazon
588,i only used it two days  and it wasn't always easy to hear with ,0,amazon
589,i got the car charger and not even after a week the charger was broken   i went to plug it in and it started smoking ,0,amazon
590,sprint   terrible customer service ,0,amazon
591,linked to my phone without effort ,1,amazon
592,they are so cool ,1,amazon
593,easy to use ,1,amazon
594,better than new ,1,amazon
595,what possesed me to get this junk  i have no idea   ,0,amazon
596,piece of trash ,0,amazon
597,a pretty good product ,1,amazon
598,this is a great phone  ,1,amazon
599,for the price on amazon  it is an excellent product  which i would highly recommend ,1,amazon
600,their research and development division obviously knows what they're doing ,1,amazon
601,the real killer is the volume  and of course it breaking ,0,amazon
602,those phones are working just fine now ,1,amazon
603,i am more than happy with this product ,1,amazon
604,poor construction ,0,amazon
605,this is infuriating ,0,amazon
606,overall  i would recommend this phone over the new walkman ,1,amazon
607,sprint charges for this service ,0,amazon
608,it is cheap  and it feel and look just as cheap ,0,amazon
609,it fits my ear well and is comfortable on ,1,amazon
610,it doesn't work in europe or asia ,0,amazon
611,clipping this to your belt will deffinitely make you feel like 50 cent's up and coming ,1,amazon
612,i like design and look of jabra behing the ear headsets and 5020 is pretty comfortible to wear 24 hours a day without pain in the ear ,1,amazon
613,i was amazed at the quick arrival of the two original lg cell phone batteries and and at a fraction of the price ,1,amazon
614,the worst phone from samsung   crap      this crappy samsung e715   is the worst i have ever seeen ,0,amazon
615,the charger worked for about a week and then completely stopped charging my phone ,0,amazon
616,poor product ,0,amazon
617,however i needed some better instructions ,0,amazon
618,you need two hands to operate the screen this software interface is decade old and cannot compete with new software designs ,0,amazon
619,worked very well paired with a treo 700w and as a skype headset on my pc  using a usb bluetooth transceiver  ,1,amazon
620,steer clear of this product and go with the genuine palm replacementr pens  which come in a three pack ,0,amazon
621,do not buy do not buyit sucks,0,amazon
622,this is a great product      sure beats using your fingers  ,1,amazon
623,plus  i seriously do not believe it is worth its steep price point ,0,amazon
624,all the other cases i've tried normally fall apart after a few months but this one seems to be in for the long haul ,1,amazon
625,very dissapointing performance ,0,amazon
626,don't make the same mistake that i did and please don't buy this phone ,0,amazon
627,this phone might well be the worst i've ever had in any brand ,0,amazon
628,case was more or less an extra that i originally put on but later discarded because it scratched my ear ,0,amazon
629,i recommend igo to anyone with different brand cell phones mp3 players in the family ,1,amazon
630,don't bother   go to the store ,0,amazon
631,i posted more detailed comments under the grey or black phone  but i have the fire red and it's a great color ,1,amazon
632,i did not have any problem with this item and would order it again if needed ,1,amazon
633,you get what you pay for i guess ,0,amazon
634,not only did the software do a great job of this  i could also make my own ringtones form my existing cds without an internet connection ,1,amazon
635,im surprised this is a good quality car charger and there's not much reviews about it ,1,amazon
636,these are fabulous ,1,amazon
637,however  bt headsets are currently not good for real time games like first person shooters since the audio delay messes me up ,0,amazon
638,i used bitpim  a free program you can find on the internet to transfer data to the phone the price of the cable was excellent ,1,amazon
639,disappointing accessory from a good manufacturer ,0,amazon
640,performed awful    muffled  tinny incoming sound and severe echo for those on the other end of the call ,0,amazon
641,very wind resistant ,1,amazon
642,obviously they have a terrible customer service  so you get what you pay for ,0,amazon
643,they do not last forever  but is not overly expensive to replace easy to operate and the sound is much better than others i have tried ,1,amazon
644,i contacted the company and they told me that  although the unit was still under warranty  if i couldn't produce my receipt i was out of luck ,0,amazon
645,linksys should have some way to exchange a bad phone for a refurb unit or something ,0,amazon
